Land,Ride,Wait Time,Local Time,Day of Week
Pixar Pier,Pixar Pal-A-Round - Swinging,60,2024-07-09 13:15:04.224809-07:00,Tuesday
Avengers Campus,WEB SLINGERS: A Spider-Man Adventure,65,2024-07-09 13:15:04.224809-07:00,Tuesday
Avengers Campus,Guardians of the Galaxy - Mission: BREAKOUT!,85,2024-07-09 13:15:04.224809-07:00,Tuesday
Grizzly Peak,Grizzly River Run,85,2024-07-09 13:15:04.224809-07:00,Tuesday
Cars Land,Radiator Springs Racers,105,2024-07-09 13:15:04.224809-07:00,Tuesday
Pixar Pier,Games of Pixar Pier,5,2024-07-09 13:30:04.148748-07:00,Tuesday
Pixar Pier,Jessie's Critter Carousel,10,2024-07-09 13:30:04.148748-07:00,Tuesday
Pixar Pier,Jumpin' Jellyfish,25,2024-07-09 13:30:04.148748-07:00,Tuesday
Cars Land,Mater's Junkyard Jamboree,30,2024-07-09 13:30:04.148748-07:00,Tuesday
Paradise Gardens Park,Silly Symphony Swings,30,2024-07-09 13:30:04.148748-07:00,Tuesday
Paradise Gardens Park,Golden Zephyr,35,2024-07-09 13:30:04.148748-07:00,Tuesday
Cars Land,Luigi's Rollickin' Roadsters,40,2024-07-09 13:30:04.148748-07:00,Tuesday
Pixar Pier,Inside Out Emotional Whirlwind,40,2024-07-09 13:30:04.148748-07:00,Tuesday
Hollywood Land,"Monsters, Inc. Mike & Sulley to the Rescue!",45,2024-07-09 13:30:04.148748-07:00,Tuesday
Paradise Gardens Park,The Little Mermaid - Ariel's Undersea Adventure,45,2024-07-09 13:30:04.148748-07:00,Tuesday
Pixar Pier,Pixar Pal-A-Round – Non-Swinging,50,2024-07-09 13:30:04.148748-07:00,Tuesday
Pixar Pier,Toy Story Midway Mania!,50,2024-07-09 13:30:04.148748-07:00,Tuesday
Pixar Pier,Pixar Pal-A-Round - Swinging,60,2024-07-09 13:30:04.148748-07:00,Tuesday
Avengers Campus,WEB SLINGERS: A Spider-Man Adventure,65,2024-07-09 13:30:04.148748-07:00,Tuesday
Grizzly Peak,Soarin' Around the World,75,2024-07-09 13:30:04.148748-07:00,Tuesday
Avengers Campus,Guardians of the Galaxy - Mission: BREAKOUT!,85,2024-07-09 13:30:04.148748-07:00,Tuesday
Grizzly Peak,Grizzly River Run,85,2024-07-09 13:30:04.148748-07:00,Tuesday
Cars Land,Radiator Springs Racers,105,2024-07-09 13:30:04.148748-07:00,Tuesday
Pixar Pier,Games of Pixar Pier,5,2024-07-09 13:45:04.167446-07:00,Tuesday
Pixar Pier,Jessie's Critter Carousel,10,2024-07-09 13:45:04.167446-07:00,Tuesday
Paradise Gardens Park,Golden Zephyr,25,2024-07-09 13:45:04.167446-07:00,Tuesday
Pixar Pier,Jumpin' Jellyfish,25,2024-07-09 13:45:04.167446-07:00,Tuesday
Cars Land,Mater's Junkyard Jamboree,30,2024-07-09 13:45:04.167446-07:00,Tuesday
Paradise Gardens Park,Silly Symphony Swings,30,2024-07-09 13:45:04.167446-07:00,Tuesday
Cars Land,Luigi's Rollickin' Roadsters,40,2024-07-09 13:45:04.167446-07:00,Tuesday
Pixar Pier,Inside Out Emotional Whirlwind,45,2024-07-09 13:45:04.167446-07:00,Tuesday
Pixar Pier,Pixar Pal-A-Round – Non-Swinging,50,2024-07-09 13:45:04.167446-07:00,Tuesday
Paradise Gardens Park,The Little Mermaid - Ariel's Undersea Adventure,60,2024-07-09 13:45:04.167446-07:00,Tuesday
Pixar Pier,Pixar Pal-A-Round - Swinging,60,2024-07-09 13:45:04.167446-07:00,Tuesday
Pixar Pier,Toy Story Midway Mania!,60,2024-07-09 13:45:04.167446-07:00,Tuesday
Avengers Campus,WEB SLINGERS: A Spider-Man Adventure,65,2024-07-09 13:45:04.167446-07:00,Tuesday
Hollywood Land,"Monsters, Inc. Mike & Sulley to the Rescue!",65,2024-07-09 13:45:04.167446-07:00,Tuesday
Grizzly Peak,Soarin' Around the World,75,2024-07-09 13:45:04.167446-07:00,Tuesday
Avengers Campus,Guardians of the Galaxy - Mission: BREAKOUT!,90,2024-07-09 13:45:04.167446-07:00,Tuesday
Grizzly Peak,Grizzly River Run,95,2024-07-09 13:45:04.167446-07:00,Tuesday
Cars Land,Radiator Springs Racers,105,2024-07-09 13:45:04.167446-07:00,Tuesday
Pixar Pier,Games of Pixar Pier,5,2024-07-09 14:00:04.252667-07:00,Tuesday
Pixar Pier,Jessie's Critter Carousel,10,2024-07-09 14:00:04.252667-07:00,Tuesday
Paradise Gardens Park,Golden Zephyr,25,2024-07-09 14:00:04.252667-07:00,Tuesday
Pixar Pier,Jumpin' Jellyfish,25,2024-07-09 14:00:04.252667-07:00,Tuesday
Cars Land,Mater's Junkyard Jamboree,30,2024-07-09 14:00:04.252667-07:00,Tuesday
Paradise Gardens Park,Silly Symphony Swings,30,2024-07-09 14:00:04.252667-07:00,Tuesday
Cars Land,Luigi's Rollickin' Roadsters,40,2024-07-09 14:00:04.252667-07:00,Tuesday
Pixar Pier,Inside Out Emotional Whirlwind,40,2024-07-09 14:00:04.252667-07:00,Tuesday
Pixar Pier,Pixar Pal-A-Round – Non-Swinging,50,2024-07-09 14:00:04.252667-07:00,Tuesday
Pixar Pier,Pixar Pal-A-Round - Swinging,55,2024-07-09 14:00:04.252667-07:00,Tuesday
Pixar Pier,Toy Story Midway Mania!,55,2024-07-09 14:00:04.252667-07:00,Tuesday
Paradise Gardens Park,The Little Mermaid - Ariel's Undersea Adventure,60,2024-07-09 14:00:04.252667-07:00,Tuesday
Avengers Campus,WEB SLINGERS: A Spider-Man Adventure,65,2024-07-09 14:00:04.252667-07:00,Tuesday
Grizzly Peak,Soarin' Around the World,65,2024-07-09 14:00:04.252667-07:00,Tuesday
Hollywood Land,"Monsters, Inc. Mike & Sulley to the Rescue!",65,2024-07-09 14:00:04.252667-07:00,Tuesday
Avengers Campus,Guardians of the Galaxy - Mission: BREAKOUT!,90,2024-07-09 14:00:04.252667-07:00,Tuesday
Grizzly Peak,Grizzly River Run,95,2024-07-09 14:00:04.252667-07:00,Tuesday
Cars Land,Radiator Springs Racers,105,2024-07-09 14:00:04.252667-07:00,Tuesday
Pixar Pier,Games of Pixar Pier,5,2024-07-09 14:15:05.015161-07:00,Tuesday
Pixar Pier,Jessie's Critter Carousel,10,2024-07-09 14:15:05.015161-07:00,Tuesday
Paradise Gardens Park,Golden Zephyr,25,2024-07-09 14:15:05.015161-07:00,Tuesday
Pixar Pier,Jumpin' Jellyfish,25,2024-07-09 14:15:05.015161-07:00,Tuesday
Cars Land,Mater's Junkyard Jamboree,30,2024-07-09 14:15:05.015161-07:00,Tuesday
Paradise Gardens Park,Silly Symphony Swings,30,2024-07-09 14:15:05.015161-07:00,Tuesday
Cars Land,Luigi's Rollickin' Roadsters,40,2024-07-09 14:15:05.015161-07:00,Tuesday
Pixar Pier,Inside Out Emotional Whirlwind,40,2024-07-09 14:15:05.015161-07:00,Tuesday
Pixar Pier,Toy Story Midway Mania!,45,2024-07-09 14:15:05.015161-07:00,Tuesday
Hollywood Land,"Monsters, Inc. Mike & Sulley to the Rescue!",50,2024-07-09 14:15:05.015161-07:00,Tuesday
Pixar Pier,Pixar Pal-A-Round – Non-Swinging,50,2024-07-09 14:15:05.015161-07:00,Tuesday
Pixar Pier,Pixar Pal-A-Round - Swinging,55,2024-07-09 14:15:05.015161-07:00,Tuesday
Paradise Gardens Park,Goofy's Sky School,60,2024-07-09 14:15:05.015161-07:00,Tuesday
Paradise Gardens Park,The Little Mermaid - Ariel's Undersea Adventure,60,2024-07-09 14:15:05.015161-07:00,Tuesday
Avengers Campus,WEB SLINGERS: A Spider-Man Adventure,65,2024-07-09 14:15:05.015161-07:00,Tuesday
Grizzly Peak,Soarin' Around the World,65,2024-07-09 14:15:05.015161-07:00,Tuesday
Cars Land,Radiator Springs Racers,90,2024-07-09 14:15:05.015161-07:00,Tuesday
Grizzly Peak,Grizzly River Run,95,2024-07-09 14:15:05.015161-07:00,Tuesday
Avengers Campus,Guardians of the Galaxy - Mission: BREAKOUT!,120,2024-07-09 14:15:05.015161-07:00,Tuesday
Pixar Pier,Games of Pixar Pier,5,2024-07-09 14:30:03.968196-07:00,Tuesday
Pixar Pier,Jessie's Critter Carousel,10,2024-07-09 14:30:03.968196-07:00,Tuesday
Paradise Gardens Park,Golden Zephyr,25,2024-07-09 14:30:03.968196-07:00,Tuesday
Pixar Pier,Inside Out Emotional Whirlwind,25,2024-07-09 14:30:03.968196-07:00,Tuesday
Pixar Pier,Jumpin' Jellyfish,25,2024-07-09 14:30:03.968196-07:00,Tuesday
Cars Land,Mater's Junkyard Jamboree,30,2024-07-09 14:30:03.968196-07:00,Tuesday
Paradise Gardens Park,Silly Symphony Swings,30,2024-07-09 14:30:03.968196-07:00,Tuesday
Paradise Gardens Park,The Little Mermaid - Ariel's Undersea Adventure,30,2024-07-09 14:30:03.968196-07:00,Tuesday
Cars Land,Luigi's Rollickin' Roadsters,40,2024-07-09 14:30:03.968196-07:00,Tuesday
Pixar Pier,Pixar Pal-A-Round – Non-Swinging,50,2024-07-09 14:30:03.968196-07:00,Tuesday
Grizzly Peak,Soarin' Around the World,55,2024-07-09 14:30:03.968196-07:00,Tuesday
Pixar Pier,Pixar Pal-A-Round - Swinging,55,2024-07-09 14:30:03.968196-07:00,Tuesday
Avengers Campus,WEB SLINGERS: A Spider-Man Adventure,65,2024-07-09 14:30:03.968196-07:00,Tuesday
Pixar Pier,Toy Story Midway Mania!,65,2024-07-09 14:30:03.968196-07:00,Tuesday
Avengers Campus,Guardians of the Galaxy - Mission: BREAKOUT!,90,2024-07-09 14:30:03.968196-07:00,Tuesday
Cars Land,Radiator Springs Racers,90,2024-07-09 14:30:03.968196-07:00,Tuesday
Grizzly Peak,Grizzly River Run,95,2024-07-09 14:30:03.968196-07:00,Tuesday
Pixar Pier,Games of Pixar Pier,5,2024-07-09 14:45:04.175252-07:00,Tuesday
Pixar Pier,Jessie's Critter Carousel,10,2024-07-09 14:45:04.175252-07:00,Tuesday
Cars Land,Mater's Junkyard Jamboree,30,2024-07-09 14:45:04.175252-07:00,Tuesday
Paradise Gardens Park,Silly Symphony Swings,30,2024-07-09 14:45:04.175252-07:00,Tuesday
Paradise Gardens Park,The Little Mermaid - Ariel's Undersea Adventure,30,2024-07-09 14:45:04.175252-07:00,Tuesday
Pixar Pier,Jumpin' Jellyfish,30,2024-07-09 14:45:04.175252-07:00,Tuesday
Pixar Pier,Pixar Pal-A-Round - Swinging,30,2024-07-09 14:45:04.175252-07:00,Tuesday
Pixar Pier,Pixar Pal-A-Round – Non-Swinging,30,2024-07-09 14:45:04.175252-07:00,Tuesday
Cars Land,Luigi's Rollickin' Roadsters,40,2024-07-09 14:45:04.175252-07:00,Tuesday
Pixar Pier,Inside Out Emotional Whirlwind,40,2024-07-09 14:45:04.175252-07:00,Tuesday
Hollywood Land,"Monsters, Inc. Mike & Sulley to the Rescue!",50,2024-07-09 14:45:04.175252-07:00,Tuesday
Avengers Campus,WEB SLINGERS: A Spider-Man Adventure,65,2024-07-09 14:45:04.175252-07:00,Tuesday
Grizzly Peak,Soarin' Around the World,65,2024-07-09 14:45:04.175252-07:00,Tuesday
Pixar Pier,Toy Story Midway Mania!,65,2024-07-09 14:45:04.175252-07:00,Tuesday
Cars Land,Radiator Springs Racers,75,2024-07-09 14:45:04.175252-07:00,Tuesday
Grizzly Peak,Grizzly River Run,95,2024-07-09 14:45:04.175252-07:00,Tuesday
Avengers Campus,Guardians of the Galaxy - Mission: BREAKOUT!,100,2024-07-09 14:45:04.175252-07:00,Tuesday
Pixar Pier,Games of Pixar Pier,5,2024-07-09 15:00:04.066271-07:00,Tuesday
Pixar Pier,Jessie's Critter Carousel,10,2024-07-09 15:00:04.066271-07:00,Tuesday
Pixar Pier,Jumpin' Jellyfish,20,2024-07-09 15:00:04.066271-07:00,Tuesday
Cars Land,Mater's Junkyard Jamboree,25,2024-07-09 15:00:04.066271-07:00,Tuesday
Paradise Gardens Park,The Little Mermaid - Ariel's Undersea Adventure,30,2024-07-09 15:00:04.066271-07:00,Tuesday
Pixar Pier,Pixar Pal-A-Round - Swinging,30,2024-07-09 15:00:04.066271-07:00,Tuesday
Pixar Pier,Pixar Pal-A-Round – Non-Swinging,30,2024-07-09 15:00:04.066271-07:00,Tuesday
Pixar Pier,Inside Out Emotional Whirlwind,35,2024-07-09 15:00:04.066271-07:00,Tuesday
Cars Land,Luigi's Rollickin' Roadsters,40,2024-07-09 15:00:04.066271-07:00,Tuesday
Paradise Gardens Park,Silly Symphony Swings,40,2024-07-09 15:00:04.066271-07:00,Tuesday
Avengers Campus,WEB SLINGERS: A Spider-Man Adventure,50,2024-07-09 15:00:04.066271-07:00,Tuesday
Hollywood Land,"Monsters, Inc. Mike & Sulley to the Rescue!",50,2024-07-09 15:00:04.066271-07:00,Tuesday
Pixar Pier,Toy Story Midway Mania!,65,2024-07-09 15:00:04.066271-07:00,Tuesday
Grizzly Peak,Soarin' Around the World,75,2024-07-09 15:00:04.066271-07:00,Tuesday
Cars Land,Radiator Springs Racers,80,2024-07-09 15:00:04.066271-07:00,Tuesday
Avengers Campus,Guardians of the Galaxy - Mission: BREAKOUT!,85,2024-07-09 15:00:04.066271-07:00,Tuesday
Pixar Pier,Games of Pixar Pier,5,2024-07-09 15:15:03.950209-07:00,Tuesday
Pixar Pier,Jumpin' Jellyfish,5,2024-07-09 15:15:03.950209-07:00,Tuesday
Pixar Pier,Jessie's Critter Carousel,10,2024-07-09 15:15:03.950209-07:00,Tuesday
Cars Land,Mater's Junkyard Jamboree,25,2024-07-09 15:15:03.950209-07:00,Tuesday
Paradise Gardens Park,The Little Mermaid - Ariel's Undersea Adventure,30,2024-07-09 15:15:03.950209-07:00,Tuesday
Pixar Pier,Pixar Pal-A-Round - Swinging,30,2024-07-09 15:15:03.950209-07:00,Tuesday
Pixar Pier,Pixar Pal-A-Round – Non-Swinging,30,2024-07-09 15:15:03.950209-07:00,Tuesday
Pixar Pier,Inside Out Emotional Whirlwind,35,2024-07-09 15:15:03.950209-07:00,Tuesday
Cars Land,Luigi's Rollickin' Roadsters,40,2024-07-09 15:15:03.950209-07:00,Tuesday
Paradise Gardens Park,Silly Symphony Swings,40,2024-07-09 15:15:03.950209-07:00,Tuesday
Pixar Pier,Toy Story Midway Mania!,40,2024-07-09 15:15:03.950209-07:00,Tuesday
Avengers Campus,WEB SLINGERS: A Spider-Man Adventure,60,2024-07-09 15:15:03.950209-07:00,Tuesday
Hollywood Land,"Monsters, Inc. Mike & Sulley to the Rescue!",60,2024-07-09 15:15:03.950209-07:00,Tuesday
Paradise Gardens Park,Goofy's Sky School,60,2024-07-09 15:15:03.950209-07:00,Tuesday
Grizzly Peak,Soarin' Around the World,75,2024-07-09 15:15:03.950209-07:00,Tuesday
Avengers Campus,Guardians of the Galaxy - Mission: BREAKOUT!,85,2024-07-09 15:15:03.950209-07:00,Tuesday
Cars Land,Radiator Springs Racers,85,2024-07-09 15:15:03.950209-07:00,Tuesday
Grizzly Peak,Grizzly River Run,95,2024-07-09 15:15:03.950209-07:00,Tuesday
Pixar Pier,Games of Pixar Pier,5,2024-07-09 15:30:03.892310-07:00,Tuesday
Pixar Pier,Jumpin' Jellyfish,5,2024-07-09 15:30:03.892310-07:00,Tuesday
Pixar Pier,Jessie's Critter Carousel,10,2024-07-09 15:30:03.892310-07:00,Tuesday
Cars Land,Mater's Junkyard Jamboree,25,2024-07-09 15:30:03.892310-07:00,Tuesday
Paradise Gardens Park,Goofy's Sky School,25,2024-07-09 15:30:03.892310-07:00,Tuesday
Paradise Gardens Park,The Little Mermaid - Ariel's Undersea Adventure,30,2024-07-09 15:30:03.892310-07:00,Tuesday
Cars Land,Luigi's Rollickin' Roadsters,35,2024-07-09 15:30:03.892310-07:00,Tuesday
Pixar Pier,Inside Out Emotional Whirlwind,35,2024-07-09 15:30:03.892310-07:00,Tuesday
Paradise Gardens Park,Silly Symphony Swings,40,2024-07-09 15:30:03.892310-07:00,Tuesday
Pixar Pier,Pixar Pal-A-Round – Non-Swinging,45,2024-07-09 15:30:03.892310-07:00,Tuesday
Pixar Pier,Toy Story Midway Mania!,50,2024-07-09 15:30:03.892310-07:00,Tuesday
Pixar Pier,Incredicoaster,55,2024-07-09 15:30:03.892310-07:00,Tuesday
Hollywood Land,"Monsters, Inc. Mike & Sulley to the Rescue!",60,2024-07-09 15:30:03.892310-07:00,Tuesday
Pixar Pier,Pixar Pal-A-Round - Swinging,60,2024-07-09 15:30:03.892310-07:00,Tuesday
Avengers Campus,WEB SLINGERS: A Spider-Man Adventure,70,2024-07-09 15:30:03.892310-07:00,Tuesday
Grizzly Peak,Soarin' Around the World,75,2024-07-09 15:30:03.892310-07:00,Tuesday
Cars Land,Radiator Springs Racers,85,2024-07-09 15:30:03.892310-07:00,Tuesday
Grizzly Peak,Grizzly River Run,95,2024-07-09 15:30:03.892310-07:00,Tuesday
Avengers Campus,Guardians of the Galaxy - Mission: BREAKOUT!,100,2024-07-09 15:30:03.892310-07:00,Tuesday
Pixar Pier,Games of Pixar Pier,5,2024-07-09 15:45:03.879355-07:00,Tuesday
Pixar Pier,Jumpin' Jellyfish,5,2024-07-09 15:45:03.879355-07:00,Tuesday
Paradise Gardens Park,Silly Symphony Swings,10,2024-07-09 15:45:03.879355-07:00,Tuesday
Pixar Pier,Jessie's Critter Carousel,10,2024-07-09 15:45:03.879355-07:00,Tuesday
Cars Land,Mater's Junkyard Jamboree,25,2024-07-09 15:45:03.879355-07:00,Tuesday
Paradise Gardens Park,The Little Mermaid - Ariel's Undersea Adventure,30,2024-07-09 15:45:03.879355-07:00,Tuesday
Pixar Pier,Inside Out Emotional Whirlwind,30,2024-07-09 15:45:03.879355-07:00,Tuesday
Cars Land,Luigi's Rollickin' Roadsters,35,2024-07-09 15:45:03.879355-07:00,Tuesday
Hollywood Land,"Monsters, Inc. Mike & Sulley to the Rescue!",45,2024-07-09 15:45:03.879355-07:00,Tuesday
Paradise Gardens Park,Goofy's Sky School,45,2024-07-09 15:45:03.879355-07:00,Tuesday
Pixar Pier,Pixar Pal-A-Round – Non-Swinging,45,2024-07-09 15:45:03.879355-07:00,Tuesday
Grizzly Peak,Grizzly River Run,50,2024-07-09 15:45:03.879355-07:00,Tuesday
Pixar Pier,Pixar Pal-A-Round - Swinging,50,2024-07-09 15:45:03.879355-07:00,Tuesday
Pixar Pier,Toy Story Midway Mania!,50,2024-07-09 15:45:03.879355-07:00,Tuesday
Avengers Campus,WEB SLINGERS: A Spider-Man Adventure,70,2024-07-09 15:45:03.879355-07:00,Tuesday
Grizzly Peak,Soarin' Around the World,75,2024-07-09 15:45:03.879355-07:00,Tuesday
Pixar Pier,Incredicoaster,75,2024-07-09 15:45:03.879355-07:00,Tuesday
Cars Land,Radiator Springs Racers,85,2024-07-09 15:45:03.879355-07:00,Tuesday
Avengers Campus,Guardians of the Galaxy - Mission: BREAKOUT!,150,2024-07-09 15:45:03.879355-07:00,Tuesday
Pixar Pier,Games of Pixar Pier,5,2024-07-09 16:00:03.748407-07:00,Tuesday
Pixar Pier,Jumpin' Jellyfish,5,2024-07-09 16:00:03.748407-07:00,Tuesday
Paradise Gardens Park,Silly Symphony Swings,10,2024-07-09 16:00:03.748407-07:00,Tuesday
Pixar Pier,Jessie's Critter Carousel,10,2024-07-09 16:00:03.748407-07:00,Tuesday
Cars Land,Mater's Junkyard Jamboree,15,2024-07-09 16:00:03.748407-07:00,Tuesday
Cars Land,Luigi's Rollickin' Roadsters,20,2024-07-09 16:00:03.748407-07:00,Tuesday
Pixar Pier,Pixar Pal-A-Round – Non-Swinging,20,2024-07-09 16:00:03.748407-07:00,Tuesday
Pixar Pier,Inside Out Emotional Whirlwind,30,2024-07-09 16:00:03.748407-07:00,Tuesday
Pixar Pier,Pixar Pal-A-Round - Swinging,30,2024-07-09 16:00:03.748407-07:00,Tuesday
Paradise Gardens Park,The Little Mermaid - Ariel's Undersea Adventure,35,2024-07-09 16:00:03.748407-07:00,Tuesday
Hollywood Land,"Monsters, Inc. Mike & Sulley to the Rescue!",45,2024-07-09 16:00:03.748407-07:00,Tuesday
Paradise Gardens Park,Goofy's Sky School,45,2024-07-09 16:00:03.748407-07:00,Tuesday
Grizzly Peak,Grizzly River Run,50,2024-07-09 16:00:03.748407-07:00,Tuesday
Avengers Campus,WEB SLINGERS: A Spider-Man Adventure,60,2024-07-09 16:00:03.748407-07:00,Tuesday
Grizzly Peak,Soarin' Around the World,60,2024-07-09 16:00:03.748407-07:00,Tuesday
Pixar Pier,Toy Story Midway Mania!,65,2024-07-09 16:00:03.748407-07:00,Tuesday
Pixar Pier,Incredicoaster,75,2024-07-09 16:00:03.748407-07:00,Tuesday
Cars Land,Radiator Springs Racers,85,2024-07-09 16:00:03.748407-07:00,Tuesday
Avengers Campus,Guardians of the Galaxy - Mission: BREAKOUT!,150,2024-07-09 16:00:03.748407-07:00,Tuesday
Pixar Pier,Games of Pixar Pier,5,2024-07-09 16:15:04.007652-07:00,Tuesday
Paradise Gardens Park,Silly Symphony Swings,10,2024-07-09 16:15:04.007652-07:00,Tuesday
Pixar Pier,Jessie's Critter Carousel,10,2024-07-09 16:15:04.007652-07:00,Tuesday
Cars Land,Mater's Junkyard Jamboree,15,2024-07-09 16:15:04.007652-07:00,Tuesday
Pixar Pier,Jumpin' Jellyfish,15,2024-07-09 16:15:04.007652-07:00,Tuesday
Pixar Pier,Pixar Pal-A-Round – Non-Swinging,20,2024-07-09 16:15:04.007652-07:00,Tuesday
Pixar Pier,Inside Out Emotional Whirlwind,30,2024-07-09 16:15:04.007652-07:00,Tuesday
Pixar Pier,Pixar Pal-A-Round - Swinging,30,2024-07-09 16:15:04.007652-07:00,Tuesday
Cars Land,Luigi's Rollickin' Roadsters,35,2024-07-09 16:15:04.007652-07:00,Tuesday
Paradise Gardens Park,The Little Mermaid - Ariel's Undersea Adventure,35,2024-07-09 16:15:04.007652-07:00,Tuesday
Avengers Campus,WEB SLINGERS: A Spider-Man Adventure,45,2024-07-09 16:15:04.007652-07:00,Tuesday
Grizzly Peak,Soarin' Around the World,45,2024-07-09 16:15:04.007652-07:00,Tuesday
Hollywood Land,"Monsters, Inc. Mike & Sulley to the Rescue!",45,2024-07-09 16:15:04.007652-07:00,Tuesday
Paradise Gardens Park,Goofy's Sky School,45,2024-07-09 16:15:04.007652-07:00,Tuesday
Grizzly Peak,Grizzly River Run,50,2024-07-09 16:15:04.007652-07:00,Tuesday
Pixar Pier,Toy Story Midway Mania!,65,2024-07-09 16:15:04.007652-07:00,Tuesday
Pixar Pier,Incredicoaster,75,2024-07-09 16:15:04.007652-07:00,Tuesday
Cars Land,Radiator Springs Racers,90,2024-07-09 16:15:04.007652-07:00,Tuesday
Paradise Gardens Park,The Little Mermaid - Ariel's Undersea Adventure,5,2024-07-09 16:30:04.109573-07:00,Tuesday
Pixar Pier,Games of Pixar Pier,5,2024-07-09 16:30:04.109573-07:00,Tuesday
Paradise Gardens Park,Silly Symphony Swings,10,2024-07-09 16:30:04.109573-07:00,Tuesday
Pixar Pier,Jessie's Critter Carousel,10,2024-07-09 16:30:04.109573-07:00,Tuesday
Cars Land,Mater's Junkyard Jamboree,15,2024-07-09 16:30:04.109573-07:00,Tuesday
Pixar Pier,Jumpin' Jellyfish,15,2024-07-09 16:30:04.109573-07:00,Tuesday
Cars Land,Luigi's Rollickin' Roadsters,30,2024-07-09 16:30:04.109573-07:00,Tuesday
Hollywood Land,"Monsters, Inc. Mike & Sulley to the Rescue!",30,2024-07-09 16:30:04.109573-07:00,Tuesday
Pixar Pier,Inside Out Emotional Whirlwind,30,2024-07-09 16:30:04.109573-07:00,Tuesday
Pixar Pier,Pixar Pal-A-Round – Non-Swinging,30,2024-07-09 16:30:04.109573-07:00,Tuesday
Paradise Gardens Park,Goofy's Sky School,45,2024-07-09 16:30:04.109573-07:00,Tuesday
Grizzly Peak,Soarin' Around the World,50,2024-07-09 16:30:04.109573-07:00,Tuesday
Avengers Campus,WEB SLINGERS: A Spider-Man Adventure,55,2024-07-09 16:30:04.109573-07:00,Tuesday
Pixar Pier,Toy Story Midway Mania!,55,2024-07-09 16:30:04.109573-07:00,Tuesday
Pixar Pier,Pixar Pal-A-Round - Swinging,65,2024-07-09 16:30:04.109573-07:00,Tuesday
Grizzly Peak,Grizzly River Run,70,2024-07-09 16:30:04.109573-07:00,Tuesday
Pixar Pier,Incredicoaster,75,2024-07-09 16:30:04.109573-07:00,Tuesday
Cars Land,Radiator Springs Racers,90,2024-07-09 16:30:04.109573-07:00,Tuesday
Paradise Gardens Park,Silly Symphony Swings,5,2024-07-09 16:45:04.020614-07:00,Tuesday
Pixar Pier,Games of Pixar Pier,5,2024-07-09 16:45:04.020614-07:00,Tuesday
Pixar Pier,Jumpin' Jellyfish,5,2024-07-09 16:45:04.020614-07:00,Tuesday
Pixar Pier,Jessie's Critter Carousel,10,2024-07-09 16:45:04.020614-07:00,Tuesday
Cars Land,Mater's Junkyard Jamboree,15,2024-07-09 16:45:04.020614-07:00,Tuesday
Paradise Gardens Park,The Little Mermaid - Ariel's Undersea Adventure,15,2024-07-09 16:45:04.020614-07:00,Tuesday
Pixar Pier,Inside Out Emotional Whirlwind,20,2024-07-09 16:45:04.020614-07:00,Tuesday
Cars Land,Luigi's Rollickin' Roadsters,30,2024-07-09 16:45:04.020614-07:00,Tuesday
